Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Law Officer,Black,1.70,49,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,393,114,495,339,Shooting
Viewer,Native,1.76,30,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,143,90,171,240,Walking
Viewer,Native,1.73,45,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,191,95,209,242,Walking
Viewer,White,1.71,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,99,61,122,185,Walking
Law Officer,Black,1.68,45,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,121,72,134,198,Walking
Viewer,Native,1.70,39,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,204,76,279,310,Walking
Viewer,Native,1.82,46,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,367,103,401,228,Walking
Law Officer,Native,1.72,36,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,345,96,371,224,Walking
Viewer,Native,1.65,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,426,80,472,267,Walking
Viewer,White,1.69,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,480,113,503,222,Running
Viewer,Black,1.72,28,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,506,93,532,232,Running
Viewer,Black,1.81,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,536,96,556,222,Running
Viewer,White,1.65,30,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,121,109,172,309,Running
Viewer,Native,1.67,28,M,None,None,Shorts,Sneakers,None,No,No,Text,Moving,157,119,245,345,Running
Viewer,Native,1.69,34,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,191,100,283,323,Walking
Viewer,Native,1.68,35,M,None,None,Shorts,N.I,None,No,No,None,Moving,264,93,316,267,Walking
Viewer,Native,1.65,35,M,None,T-shirt,Jeans,N.I,None,No,No,None,Moving,327,104,377,237,Walking
Viewer,Native,1.73,37,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,392,99,453,311,Walking
Viewer,Native,1.62,48,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,449,122,500,295,Walking
Viewer,Black,1.72,49,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,473,82,514,254,Walking
Viewer,Black,1.70,19,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,522,88,568,252,Walking
Viewer,Native,1.73,22,M,None,Sports T-shirt,Shorts,N.I,None,No,No,Text,Moving,223,124,257,269,Walking
Viewer,Native,1.70,35,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,307,122,359,270,Walking
Viewer,Native,1.69,18,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,347,136,411,345,Walking
Viewer,Native,1.70,22,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,Text,Moving,484,124,554,326,Walking
Viewer,Black,1.70,36,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,131,135,163,238,Walking
Viewer,N.I,1.68,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,173,116,189,186,Walking
Law Officer,Black,1.73,30,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,190,134,219,240,Walking
Viewer,N.I,1.65,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,214,112,230,172,Walking
Viewer,N.I,1.74,27,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,257,114,275,177,Walking
Viewer,N.I,1.70,30,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,286,130,304,190,Walking
Law Officer,N.I,1.76,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,307,145,338,231,Walking
Viewer,N.I,1.73,34,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,388,146,402,200,Walking
Law Officer,N.I,1.71,35,M,Cap,Shirt,Pants,Shoes,None,No,No,None,Moving,445,155,469,225,Walking
Viewer,N.I,1.68,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,499,173,523,238,Walking
Viewer,Native,1.70,37,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,589,198,631,272,Walking
Victim,Native,1.71,22,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Dead,232,149,424,272,Idle
Delinquent ,Native,1.73,33,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,244,231,266,279,Running
Viewer,N.I,1.70,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,279,212,297,258,Running
Viewer,Native,1.69,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,302,194,337,247,Running
Delinquent ,N.I,1.70,27,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,268,169,288,209,Running
Delinquent ,N.I,1.70,22,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,303,143,323,182,Running
Delinquent ,N.I,1.68,26,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,327,141,339,182,Running
Delinquent ,N.I,1.73,47,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,201,156,216,212,Running
Delinquent ,Native,1.65,34,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,234,172,251,200,Running
Delinquent ,N.I,1.74,29,M,Cap,Sweater,Shorts,Sneakers,None,No,No,None,Moving,168,178,184,244,Running
Viewer,N.I,1.70,18,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,506,216,521,269,Running
Delinquent ,N.I,1.74,26,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,406,170,427,220,Running
Viewer,N.I,1.70,57,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,510,147,519,199,Running
Delinquent ,Native,1.76,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,468,177,485,239,Running
Law Officer,Native,1.70,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,389,139,407,194,Shooting
Law Officer,White,1.71,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,77,46,129,141,Shooting
Law Officer,White,1.73,41,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,192,108,247,186,Shooting
Law Officer,Native,1.70,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,215,59,273,129,Running
Viewer,Native,1.74,19,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,130,169,161,221,Running
Viewer,Black,1.70,22,M,None,t-shirt,Jeans,Sneakers,None,No,No,None,Moving,254,156,276,194,Running
Delinquent ,N.I,1.76,35,M,None,T-shirt,Jeans,Shoes,None,No,No,None,Moving,330,94,341,124,Running
Delinquent ,Black,1.73,18,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,329,123,347,158,Running
Delinquent ,N.I,1.70,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,356,192,383,247,Running
Delinquent ,N.I,1.74,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,336,225,362,281,Running
Delinquent ,N.I,1.70,26,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,146,154,175,194,Running
Delinquent ,N.I,1.76,29,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,168,158,204,239,Running
Delinquent ,N.I,1.73,41,M,None,Sweater,Joggers,Sneakers,None,No,No,None,Moving,185,110,208,171,Running
Delinquent ,N.I,1.70,37,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,207,134,228,183,Running
Law Officer,N.I,1.70,39,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,249,125,266,185,Running
Viewer,N.I,1.68,54,M,None,Sweater,Jeans,Shoes,None,No,No,None,Moving,282,133,302,201,Running
Delinquent ,Black,1.73,21,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,353,185,397,260,Running
Delinquent ,Native,1.71,18,M,Tied T-shirt,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,315,140,345,201,Running
Delinquent ,Native,1.68,16,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,142,156,177,251,Running
Delinquent ,Native,1.70,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,169,166,196,239,Running
Delinquent ,Native,1.71,23,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,206,155,228,253,Running
Delinquent ,Black,1.73,22,M,Tied T-shirt,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,220,159,253,250,Running
Delinquent ,Native,1.70,27,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,246,145,278,275,Running
Delinquent ,Black,1.69,18,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,288,154,318,248,Running
Law Officer,Black,1.65,43,M,None,Shirt,Pants,N.I,None,No,No,None,Moving,332,167,362,267,Running
Law Officer,Native,1.67,35,M,Cap,Shirts,Pants,N.I,None,No,No,None,Moving,361,167,390,259,Running
Law Officer,Native,1.68,32,M,Cap,Shirt,Pants,N.I,None,No,Other,None,Moving,75,166,131,302,Running
Law Officer,Native,1.71,29,M,Cap,Shirt,Pants,N.I,None,No,No,None,Moving,142,159,178,284,Running
Law Officer,Native,1.72,36,M,None,Shirt,Pants,N.I,None,No,No,None,Moving,169,134,229,347,Running
Law Officer,White,1.66,37,M,Beret,Shirt,Pants,N.I,None,No,No,None,Moving,242,159,273,310,Running
Delinquent ,Black,1.65,50,M,None,T-shirt,N.I,N.I,None,No,No,None,Moving,256,174,290,318,Running
Law Officer,Black,1.71,51,M,Beret,Shirt,Pants,N.I,None,No,No,None,Moving,290,160,364,330,Running
Delinquent ,N.I,1.74,26,M,None,Shirt,Shorts,Sneakers,None,No,Other,None,Moving,359,159,406,284,Running
Delinquent ,N.I,1.70,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,456,193,531,288,Fighting
Delinquent ,N.I,1.76,28,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,188,98,212,165,Running
Delinquent ,N.I,1.70,27,M,None,Shirt,Joggers,Sneakers,None,No,Other,None,Moving,218,92,251,164,Running
Delinquent ,N.I,1.71,30,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,247,88,275,156,Fighting
Delinquent ,N.I,1.68,28,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,283,94,298,165,Fighting
Delinquent ,N.I,1.66,34,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,316,99,344,171,Running
Delinquent ,N.I,1.73,35,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,376,99,400,175,Running
Viewer,Native,1.68,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,226,382,252,501,Running
Viewer,White,1.70,36,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,248,425,274,541,Running
Viewer,Black,1.71,36,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,266,445,318,570,Running
Viewer,Native,1.73,41,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,318,412,348,534,Running
Viewer,Native,1.65,36,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,401,432,437,560,Running
Viewer,Native,1.66,19,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,836,474,902,601,Running
Viewer,Native,1.70,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,663,309,709,418,Walking
Viewer,White,1.74,35,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,287,557,415,Walking
Viewer,Black,1.70,18,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,524,322,570,444,Walking
Viewer,Black,1.76,29,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,576,338,620,456,Walking
Viewer,White,1.73,29,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,711,245,749,326,Running
Viewer,Native,1.71,26,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,771,212,816,314,Running
Viewer,Native,1.68,29,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,702,228,750,347,Running
Viewer,Native,1.70,41,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,739,201,765,315,Running
Viewer,Native,1.72,26,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1197,399,1235,540,Running
Viewer,N.I,1.70,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,294,265,350,547,Running
Viewer,N.I,1.71,26,M,Helmet,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,350,319,422,603,Talking
Viewer,N.I,1.68,28,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,1,284,62,602,Talking
Viewer,N.I,1.66,32,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,13,584,161,708,Talking
Viewer,Native,1.73,33,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,107,251,271,525,Talking
Viewer,Native,1.68,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,188,282,257,526,Talking
Law Officer,N.I,1.81,34,M,Helmet,Jacket,Pants,Boots,None,No,Gun,None,Moving,322,219,400,399,Shooting
Delinquent ,Native,1.73,35,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,891,249,942,391,Running
Delinquent ,Native,1.75,35,M,None,Coat,Jeans,Sneakers,None,No,No,None,Moving,953,334,1011,461,Running
Delinquent ,Native,1.70,37,M,None,Sweater,Pants,Sneakers,None,No,No,None,Moving,1218,303,1274,482,Running
Delinquent ,Native,1.66,22,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,1170,192,1258,334,Running
Delinquent ,Native,1.68,33,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1076,106,1129,225,Running
Delinquent ,Native,1.72,21,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1088,62,1148,154,Running
Aggressor,Black,1.66,41,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,380,208,483,457,Fighting
Aggressor,Black,1.70,37,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,494,205,597,426,Fighting
Aggressor,Native,1.74,39,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,561,279,642,488,Fighting
Aggressor,Native,1.70,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,620,219,719,444,Fighting
Aggressor,Native,1.76,31,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,703,230,818,478,Fighting
Aggressor,Native,1.73,27,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,831,308,884,482,Fighting
Aggressor,Native,1.71,25,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,911,235,1022,531,Fighting
Aggressor,Black,1.68,37,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,972,384,1067,595,Fighting
Aggressor,Black,1.70,26,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,1083,469,1201,697,Fighting
Viewer,Black,1.73,29,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,176,292,188,371,Running
Viewer,Native,1.65,43,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,196,348,213,419,Walking
Viewer,Native,1.66,27,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,228,312,246,386,Running
Viewer,Native,1.70,26,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,274,332,301,392,Walking
Viewer,Native,1.74,33,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,306,339,331,417,Walking
Viewer,Native,1.70,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,284,388,309,475,Walking
Viewer,Native,1.76,36,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,411,384,442,479,Walking
Viewer,Native,1.73,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,353,396,401,496,Walking
Viewer,Black,1.70,41,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,323,345,367,441,Walking
Viewer,Native,1.70,18,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,353,314,388,399,Walking
Viewer,Native,1.68,21,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,275,284,313,362,Walking
Viewer,White,1.58,18,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,244,274,291,351,Walking
Viewer,Native,1.73,34,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,213,247,235,295,Running
Viewer,White,1.76,45,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,288,240,318,292,Running
Viewer,White,1.73,40,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,344,273,358,334,Running
Viewer,White,1.71,39,F,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,385,332,409,410,Running
Viewer,Native,1.68,24,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,139,425,166,510,Running
Viewer,Native,1.70,37,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,167,412,203,501,Walking
Viewer,Native,1.73,35,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,136,414,167,508,Walking
Viewer,White,1.65,24,F,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,242,513,284,621,Walking
Viewer,White,1.66,28,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,301,519,326,619,Walking
Viewer,Black,1.70,23,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,341,512,359,608,Walking
Viewer,Black,1.74,25,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,78,247,139,349,Walking
Viewer,Black,1.70,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,355,221,384,330,Walking
Viewer,Native,1.68,31,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,348,215,379,286,Walking
Viewer,Native,1.68,27,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,436,266,470,352,Walking
Viewer,Black,1.66,32,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,453,373,502,456,Running
Viewer,White,1.73,18,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,519,413,548,499,Running
Viewer,White,1.68,18,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,493,310,531,377,Running
Viewer,Native,1.70,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,219,528,292,Running
Viewer,Black,1.66,33,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,523,195,562,297,Running
Viewer,Native,1.81,41,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,649,277,680,380,Running
Viewer,Native,1.73,26,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,748,340,770,428,Running
Viewer,Black,1.75,40,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,674,243,716,328,Running
Viewer,Black,1.62,34,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,649,223,691,301,Running
Viewer,Native,1.68,19,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,641,190,680,279,Running
Law Officer,N.I,1.81,29,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,700,183,736,270,Working
Law Officer,N.I,1.73,29,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,753,235,787,326,Working
Law Officer,N.I,1.75,36,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,828,290,862,391,Working
Law Officer,N.I,1.70,34,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,855,393,914,501,Working
Law Officer,N.I,1.66,29,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,861,274,897,371,Working
Law Officer,Native,1.68,40,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,755,183,797,292,Working
Law Officer,Native,1.72,34,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,920,279,949,388,Working
Law Officer,Native,1.73,31,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Crouched,174,227,242,477,Working
Delinquent ,Native,1.68,22,M,None,Sweater,Jeans,Sneakers,None,No,No,None,Crawling,115,344,276,427,Idle
Delinquent ,Native,1.67,26,M,None,Sweater,Jeans,Sneakers,None,No,No,None,Crawling,258,344,413,421,Idle
Viewer,Native,1.76,29,M,Helmet,Sweater|backpack,Jeans,Shoes,None,No,No,None,Standing,292,284,368,497,Idle
Law Officer,Black,1.78,36,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Standing,246,151,353,391,Working
Law Officer,Black,1.69,34,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Standing,411,164,491,378,Working
Law Officer,Native,1.73,29,M,Cap,Coat,Pants,Shoes,None,No,No,None,Moving,426,303,537,553,Walking
Law Officer,Native,1.70,40,M,Cap,Coat,Pants,Shoes,None,No,No,None,Moving,520,218,600,457,Walking
Viewer,White,1.69,42,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,567,331,627,556,Walking
Viewer,Native,1.66,34,F,Helmet|face mask,T-shirt|jacket,Pants,Sneakers,None,No,No,None,Moving,179,164,398,619,Guarding
Viewer,Black,1.81,36,M,Helmet|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,387,292,572,644,Guarding
Viewer,Native,1.73,34,M,Helmet|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,509,275,627,630,Protesting
Viewer,Native,1.75,41,M,Helmet|face mask,T-shirt|jacket,Jeans,Sneakers,None,No,No,None,Moving,387,131,511,400,Protesting
Viewer,White,1.62,18,M,Helmet|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,484,126,567,339,Protesting
Viewer,Native,1.68,21,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,566,132,616,328,Protesting
Viewer,White,1.81,18,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,588,110,714,365,Guarding
Viewer,White,1.73,34,F,Helmet|face mask,Coat,Pants,Sneakers,None,No,No,None,Moving,674,135,916,347,Guarding
Viewer,White,1.68,45,M,Helmet|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,598,318,842,619,Guarding
Viewer,Native,1.71,40,M,Helmet|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,814,358,1027,714,Guarding
Viewer,Native,1.68,23,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,220,36,345,390,Guarding
Viewer,Black,1.69,25,M,Beanie|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,370,43,542,491,Guarding
Viewer,Black,1.71,26,M,Cap|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,526,52,616,414,Guarding
Victim,Native,1.66,43,M,Face mask,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,629,41,989,684,Idle
Viewer,Native,1.74,27,M,Tied T-shirt,T-shirt,N.I,N.I,None,No,No,None,Moving,893,3,1068,588,Idle
Viewer,N.I,1.70,30,M,Hoodie,Sweater,Pants,Sneakers,None,No,No,None,Crouched,80,144,198,456,Protesting
Viewer,N.I,1.71,28,M,Hoodie,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,205,271,266,417,Protesting
Viewer,N.I,1.68,34,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,239,252,318,432,Protesting
Viewer,N.I,1.66,35,M,Hoodie|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,336,269,422,406,Protesting
Viewer,N.I,1.73,22,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,470,219,749,630,Protesting
Viewer,N.I,1.68,36,M,Hoodie,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,918,213,1050,391,Protesting
Law Officer,Native,1.73,33,M,Beret,Shirt,N.I,N.I,None,No,No,None,Standing,92,27,322,595,Working
Law Officer,White,1.78,41,M,Beret,Jacket,N.I,N.I,None,No,No,None,Standing,319,3,511,628,Working
Law Officer,White,1.68,46,M,None,Shirt,N.I,N.I,None,No,No,None,Seated,496,87,667,539,Working
Aggressor,White,1.63,32,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,639,204,883,679,Fighting
Law Officer,Native,1.72,29,M,Beret,Shirt,N.I,N.I,None,No,No,None,Standing,794,28,1168,671,Working
Viewer,Native,1.70,26,M,Cap,Sweater,N.I,N.I,None,No,No,Text,Moving,250,275,333,584,Protesting
Viewer,Native,1.72,21,M,Cap|face mask,T-shirt,N.I,Sneakers,None,No,No,Text,Moving,322,279,381,506,Protesting
Viewer,Black,1.73,23,M,Face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,372,267,441,571,Protesting
Viewer,Black,1.68,24,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,405,265,487,532,Protesting
Viewer,Native,1.67,22,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,471,291,536,495,Protesting
Viewer,Native,1.76,25,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,523,270,588,430,Protesting
Viewer,White,1.78,27,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,609,248,739,648,Protesting
Viewer,Native,1.69,30,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,731,278,814,597,Protesting
Viewer,Black,1.73,33,F,None,Sweater,Pants,Boots,None,No,No,None,Moving,879,256,918,477,Protesting
Viewer,Native,1.70,26,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,910,235,975,544,Protesting
Viewer,Native,1.69,29,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,992,232,1032,430,Protesting
Viewer,Native,1.66,29,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,Text,Moving,1096,267,1189,652,Protesting
Viewer,White,1.72,23,M,Face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,55,243,103,503,Protesting
Viewer,White,1.68,22,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,107,260,185,556,Protesting
Viewer,Native,1.68,22,F,Face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,198,273,252,564,Protesting
Viewer,Native,1.68,19,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,255,288,297,586,Protesting
Viewer,Native,1.56,23,F,Glasses|face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,275,245,329,543,Protesting
Viewer,White,1.59,29,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,329,238,402,571,Protesting
Viewer,White,1.64,28,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,561,293,629,557,Protesting
Viewer,White,1.63,26,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,757,284,822,538,Protesting
Viewer,White,1.63,22,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,903,256,970,575,Protesting
Viewer,Native,1.60,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1014,265,1078,527,Protesting
Viewer,Native,1.60,24,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1096,277,1157,544,Protesting
